,위도,경도
267,37.49565,126.887771
268,37.49565,126.887771
269,37.49565,126.887771
270,37.49565,126.887771
271,37.49565,126.887771
272,37.49565,126.887771
273,37.49565,126.887771
274,37.493837,126.831527
275,37.476681,126.883767
276,37.456979,126.895656
277,37.456979,126.895656
278,37.456979,126.895656
279,37.456979,126.895656
280,37.456979,126.895656
281,37.456979,126.895656
282,37.456979,126.895656
283,37.456979,126.895656
284,37.456979,126.895656
285,37.514692,126.909387
286,37.513786,126.906901
287,37.517598,126.934571
288,37.52641,126.896252
289,37.52641,126.896252
290,37.509105,126.900533
291,37.517141,126.899454
292,37.52641,126.896252
293,37.52641,126.896252
294,37.52641,126.896252
295,37.52641,126.896252
296,37.52641,126.896252
297,37.52641,126.896252
298,37.52641,126.896252
299,37.52641,126.896252
300,37.52641,126.896252
301,37.52641,126.896252
302,37.52641,126.896252
303,37.512462,126.939485
304,37.512462,126.939485
305,37.512462,126.939485
306,37.512462,126.939485
307,37.512462,126.939485
308,37.512462,126.939485
309,37.505492,126.962317
310,37.512462,126.939485
311,37.512462,126.939485
312,37.512462,126.939485
313,37.512462,126.939485
314,37.512462,126.939485
315,37.506879,126.927994
316,37.512462,126.939485
317,37.512462,126.939485
318,37.488208,126.932761
319,37.491928,126.958841
320,37.489708,126.948322
321,37.480738,126.95695
322,37.476281,126.958369
323,37.479143,126.941675
324,37.485376,126.942503
325,37.484016,126.949645
326,37.475126,126.965259
327,37.464115,126.977754
328,37.479662,126.931311
329,37.481698,126.927268
330,37.475037,126.934972
331,37.485479,126.918044
332,37.463204,126.935795
333,37.461554,126.918807
334,37.482592,126.907808
335,37.470593,126.936855
336,37.470135,126.933007
337,37.476348,126.915677
338,37.471024,126.921689
339,37.490077,127.019534
340,37.492051,127.025083
341,37.483594,127.012518
342,37.502624,127.022175
343,37.515102,127.009083
344,37.50049,126.986012
345,37.505136,127.013354
346,37.504644,126.994495
347,37.512027,127.005572
348,37.498651,126.995469
349,37.494151,126.988688
350,37.483406,126.994486
351,37.479887,126.985499
352,37.480255,126.999028
353,37.489624,126.991383
354,37.471701,127.02675
355,37.47062,127.041076
356,37.458154,127.076727
357,37.523807,127.026492
358,37.511498,127.028552
359,37.517353,127.037164
360,37.530734,127.028461
361,37.524399,127.050457
362,37.514315,127.062824
363,37.511399,127.046255
364,37.493236,127.056687
365,37.502252,127.064162
366,37.49975,127.057747
367,37.495361,127.033058
368,37.49604,127.04679
369,37.490945,127.038475
370,37.483818,127.046346
371,37.481925,127.057439
372,37.489766,127.069056
373,37.478833,127.051599
374,37.464369,127.104583
375,37.48336,127.08648
376,37.491887,127.087982
377,37.492172,127.073696
378,37.485881,127.096706
379,37.538055,127.122215
380,37.528779,127.116814
381,37.496923,127.143302
382,37.493534,127.146891
383,37.496025,127.149894
384,37.49688,127.148538
385,37.511009,127.123923
386,37.514596,127.114379
387,37.515538,127.134424
388,37.50401,127.134003
389,37.50609,127.109571
390,37.502323,127.116741
391,37.50273,127.102497
392,37.501901,127.091876
393,37.495585,127.12183
394,37.496537,127.105726
395,37.498639,127.126488
396,37.490024,127.124055
397,37.48989,127.110917
398,37.477368,127.131914
399,37.481576,127.140424
400,37.506167,127.084325
401,37.511956,127.088281
402,37.513354,127.094316
403,37.520419,127.112285
404,37.518133,127.100683
405,37.508661,127.07709
406,37.567438,127.173364
407,37.550583,127.168797
408,37.53012,127.123858
409,37.53012,127.123858
410,37.53012,127.123858
411,37.53012,127.123858
412,37.53012,127.123858
413,37.53012,127.123858
414,37.53012,127.123858
415,37.53012,127.123858
416,37.53012,127.123858
417,37.53012,127.123858
418,37.53012,127.123858
419,37.53012,127.123858
420,37.53012,127.123858
421,37.539616,127.145914
422,37.53012,127.123858
423,37.53012,127.123858
424,35.101324,129.035325
425,35.105008,129.034571
426,35.104262,129.031085
427,35.103769,129.02543
428,35.100362,129.026528
429,35.100004,129.030395
430,35.09737,129.031678
431,35.106333,129.032372
432,35.106333,129.032372
433,35.097689,129.023906
434,35.097689,129.023906
435,35.097689,129.023906
436,35.097689,129.023906
437,35.097689,129.023906
438,35.097689,129.023906
439,35.10381,129.018498
440,35.100177,129.015316
441,35.094146,129.017479
442,35.098023,129.021651
443,35.097689,129.023906
444,35.097689,129.023906
445,35.071221,129.014508
446,35.129298,129.045302
447,35.129298,129.045302
448,35.129298,129.045302
449,35.129298,129.045302
450,35.129298,129.045302
451,35.129298,129.045302
452,35.129298,129.045302
453,35.129298,129.045302
454,35.129727,129.053086
455,35.129298,129.045302
456,35.129298,129.045302
457,35.129298,129.045302
458,35.089974,129.037595
459,35.091224,129.067945
460,35.091224,129.067945
461,35.083356,129.045132
462,35.091224,129.067945
463,35.091224,129.067945
464,35.091224,129.067945
465,35.091224,129.067945
466,35.091224,129.067945
467,35.091224,129.067945
468,35.091224,129.067945
469,35.162943,129.053097
470,35.162943,129.053097
471,35.171836,129.053486
472,35.185774,129.040666
473,35.162943,129.053097
474,35.162943,129.053097
475,35.162943,129.053097
476,35.162943,129.053097
477,35.162943,129.053097
478,35.162943,129.053097
479,35.162943,129.053097
480,35.162943,129.053097
481,35.162943,129.053097
482,35.162943,129.053097
483,35.162943,129.053097
484,35.162943,129.053097
485,35.162943,129.053097
486,35.162943,129.053097
487,35.162943,129.053097
488,35.162943,129.053097
489,35.196021,129.091035
490,35.205845,129.086158
491,35.210939,129.085073
492,35.205011,129.083632
493,35.205011,129.083632
494,35.205011,129.083632
495,35.205011,129.083632
496,35.205011,129.083632
497,35.205011,129.083632
498,35.205011,129.083632
499,35.205011,129.083632
500,35.205011,129.083632
501,35.205011,129.083632
502,35.136318,129.084477
503,35.136318,129.084477
504,35.136318,129.084477
505,35.136318,129.084477
506,35.136318,129.084477
507,35.136318,129.084477
508,35.136318,129.084477
509,35.136318,129.084477
510,35.136318,129.084477
511,35.113097,129.09764
512,35.136318,129.084477
513,35.136318,129.084477
514,35.126039,129.075805
515,35.136318,129.084477
516,35.136318,129.084477
517,35.136318,129.084477
518,35.136318,129.084477
519,35.197266,128.990201
520,35.197266,128.990201
521,35.197266,128.990201
522,35.26173,129.023141
523,35.197266,128.990201
524,35.197266,128.990201
525,35.197266,128.990201
526,35.197266,128.990201
527,35.197266,128.990201
528,35.197266,128.990201
529,35.197266,128.990201
530,35.197266,128.990201
531,35.197266,128.990201
532,35.163096,129.1635
533,35.163096,129.1635
534,35.163096,129.1635
535,35.163096,129.1635
536,35.163096,129.1635
537,35.163096,129.1635
538,35.163096,129.1635
539,35.163096,129.1635
540,35.163096,129.1635
541,35.184732,129.197405
542,35.163096,129.1635
543,35.163096,129.1635
544,35.163096,129.1635
545,35.163096,129.1635
546,35.163096,129.1635
547,35.163096,129.1635
548,35.163096,129.1635
549,35.163096,129.1635
550,35.104503,128.974786
551,35.104503,128.974786
552,35.104503,128.974786
553,35.104503,128.974786
554,35.112368,128.983128
555,35.104503,128.974786
556,35.104503,128.974786
557,35.104503,128.974786
558,35.104503,128.974786
559,35.104503,128.974786
560,35.104503,128.974786
561,35.104503,128.974786
562,35.104503,128.974786
563,35.074089,128.99041
564,35.104503,128.974786
565,35.104503,128.974786
566,35.243036,129.092125
567,35.243036,129.092125
568,35.243036,129.092125
569,35.243036,129.092125
570,35.243036,129.092125
571,35.243036,129.092125
572,35.243036,129.092125
573,35.243036,129.092125
574,35.243036,129.092125
575,35.243036,129.092125
576,35.243036,129.092125
577,35.298286,129.113339
578,35.27529,129.089832
579,35.268027,129.080558
580,35.243036,129.092125
581,35.243036,129.092125
582,35.254083,129.053901
583,35.211081,128.966063
584,35.160482,128.942612
585,35.18047,128.918612
586,35.111067,128.91678
587,35.08931,128.917501
588,35.196398,128.901804
589,35.11714,128.88059
590,35.212155,128.980552
591,35.176273,129.079814
592,35.176273,129.079814
593,35.176273,129.079814
594,35.176273,129.079814
595,35.176273,129.079814
596,35.176273,129.079814
597,35.176273,129.079814
598,35.176273,129.079814
599,35.176273,129.079814
600,35.176273,129.079814
601,35.176273,129.079814
602,35.176273,129.079814
603,35.145568,129.113132
604,35.145568,129.113132
605,35.170459,129.117621
606,35.145568,129.113132
607,35.145568,129.113132
608,35.145568,129.113132
609,35.145568,129.113132
610,35.145568,129.113132
611,35.145568,129.113132
612,35.159804,129.125531
613,35.175084,128.972268
614,35.152585,128.991196
615,35.152585,128.991196
616,35.152585,128.991196
617,35.152585,128.991196
618,35.166126,128.993127
619,35.150242,128.979018
620,35.152585,128.991196
621,35.152585,128.991196
622,35.152585,128.991196
623,35.137705,128.988832
624,35.130001,128.97058
625,35.225965,129.20693
626,35.349667,129.246832
627,35.337436,129.018792
628,35.287275,129.223075
629,35.281956,129.154436
630,35.867884,128.609112
631,35.86556,128.608994
632,35.868995,128.598058
633,35.868356,128.59039
634,35.872562,128.585649
635,35.86715,128.57891
636,35.859379,128.590435
637,35.864025,128.589517
638,35.859899,128.585578
639,35.858238,128.580495
640,35.861671,128.604381
641,35.858198,128.599704
642,35.88427,128.616326
643,35.880052,128.612716
644,35.879638,128.623134
645,35.884978,128.62929
646,35.889844,128.632784
647,35.874608,128.624878
648,35.875363,128.623643
649,35.871791,128.629263
650,35.881614,128.644835
651,35.87764,128.638069
652,35.91092,128.654035
653,35.886576,128.635483
654,35.899837,128.641892
655,35.886879,128.64964
656,35.884416,128.66816
657,35.882134,128.671663
658,35.870397,128.70205
659,35.875531,128.687078
660,35.870472,128.71071
661,35.940185,128.644146
662,35.860684,128.560726
663,35.867262,128.574481
664,35.858941,128.551867
665,35.881231,128.568978
666,35.875787,128.574687
667,35.869814,128.574289
668,35.886366,128.569624
669,35.876346,128.569087
670,35.888046,128.553509
671,35.875642,128.563467
672,35.87127,128.563746
673,35.875914,128.561265
674,35.867346,128.556665
675,35.873818,128.548704
676,35.875253,128.548259
677,35.867999,128.544002
678,35.88683,128.574357
679,35.851507,128.602134
680,35.84557,128.597904
681,35.84386,128.601046
682,35.842507,128.595822
683,35.840328,128.576921
684,35.855116,128.586639
685,35.852368,128.579046
686,35.845987,128.569523
687,35.84324,128.587846
688,35.835152,128.566081
689,35.837289,128.579158
690,35.840042,128.568883
691,35.836161,128.560421
692,35.881908,128.583857
693,35.879243,128.599863
694,35.890358,128.581161
695,35.887341,128.597177
696,35.892201,128.589415
697,35.892626,128.594669
698,35.9018,128.609216
699,35.893548,128.608444
700,35.892406,128.60437
701,35.884266,128.608141
702,35.893606,128.618381
703,35.895417,128.625429
704,35.917235,128.622432
705,35.921366,128.597089
706,35.90168,128.542127
707,35.924091,128.543244
708,35.921506,128.548811
709,35.932244,128.567437
710,35.944682,128.540149
711,35.959413,128.543275
712,35.939331,128.559286
713,35.890193,128.576042
714,35.948019,128.587701
715,35.855533,128.622115
716,35.860118,128.631263
717,35.8662,128.617791
718,35.858145,128.641257
719,35.87295,128.646935
720,35.859916,128.647194
721,35.855509,128.65048
722,35.854977,128.610928
723,35.854676,128.61882
724,35.862585,128.616113
725,35.843984,128.638143
726,35.841574,128.625172
727,35.844687,128.612123
728,35.833361,128.611549
729,35.812464,128.614155
730,35.828357,128.620652
731,35.825007,128.637161
732,35.823172,128.628016
733,35.817876,128.645957
734,35.817492,128.643619
735,35.837357,128.71234
736,35.843515,128.69516
737,35.844062,128.706434
738,35.844571,128.556307
739,35.853715,128.555396
740,35.853715,128.555396
741,35.849176,128.540651
742,35.854475,128.536923
743,35.845809,128.52358
744,35.856591,128.531147
745,35.858492,128.523298
746,35.851642,128.510688
747,35.855672,128.501679
748,35.856765,128.492452
749,35.839957,128.538231
750,35.819585,128.522523
751,35.831006,128.528287
752,35.81273,128.525665
753,35.814004,128.545271
754,35.812566,128.536231
755,35.810151,128.550124
756,35.794903,128.557398
757,35.82937,128.553378
758,35.832822,128.545555
759,35.833732,128.539639
760,35.786488,128.512007
761,35.751967,128.43402
762,35.751967,128.43402
763,35.872454,128.466105
764,35.872454,128.466105
765,35.683289,128.486998
766,35.768441,128.40624
767,35.688545,128.349012
768,35.757807,128.61944
769,35.897973,128.429277
770,35.656487,128.4029
771,37.45317,126.604489
772,37.47108,126.626664
773,37.467609,126.6342
774,37.467101,126.640189
775,37.47028,126.633812
776,37.476847,126.629012
777,37.475083,126.618383
778,37.479989,126.624149
779,37.493869,126.530965
780,37.493287,126.565726
781,37.469661,126.45137
782,37.443933,126.402337
783,37.486203,126.620745
784,37.481695,126.629851
785,37.484347,126.630096
786,37.476218,126.636971
787,37.48232,126.642615
788,37.476219,126.640148
789,37.475789,126.642688
790,37.472977,126.646572
791,37.478241,126.649868
792,37.477327,126.647952
793,37.472557,126.639807
794,37.45982,126.647928
795,37.466761,126.646661
796,37.461873,126.658889
797,37.452235,126.659185
798,37.456977,126.644396
799,37.456289,126.652806
800,37.449122,126.639836
801,37.437918,126.65291
802,37.444305,126.669498
803,37.461867,126.668723
804,37.472843,126.657755
805,37.461771,126.677835
806,37.457071,126.669362
807,37.44734,126.671749
808,37.454612,126.690349
809,37.469694,126.682941
810,37.460614,126.692064
811,37.445745,126.678106
812,37.445823,126.685936
813,37.442709,126.694421
814,37.436565,126.685511
815,37.427402,126.655166
816,37.426225,126.648306
817,37.429679,126.69754
818,37.422211,126.68148
819,37.411683,126.681868
820,37.419364,126.692013
821,37.424809,126.666431
822,37.409604,126.670823
823,37.402811,126.669362
824,37.40834,126.678673
825,37.391064,126.652089
826,37.400442,126.638548
827,37.410183,126.678313
828,37.410183,126.678313
829,37.452404,126.711624
830,37.456117,126.713357
831,37.452917,126.696809
832,37.449702,126.724181
833,37.45867,126.705345
834,37.461683,126.708978
835,37.466185,126.714541
836,37.46662,126.700765
837,37.448877,126.732117
838,37.4593,126.731037
839,37.461907,126.722956
840,37.459529,126.735645
841,37.457949,126.727793
842,37.44382,126.737796
843,37.435672,126.747741
844,37.447358,126.731623
845,37.432178,126.715168
846,37.405983,126.729147
847,37.404205,126.716323
848,37.3977,126.726441
849,37.494168,126.720032
850,37.486874,126.71794
851,37.486111,126.708309
852,37.500906,126.724893
853,37.493609,126.728399
854,37.486458,126.724449
855,37.506944,126.700236
856,37.505903,126.708771
857,37.490794,126.709709
858,37.501743,126.711511
859,37.516756,126.701797
860,37.514758,126.704512
861,37.517601,126.72729
862,37.510737,126.725789
863,37.518406,126.737638
864,37.511964,126.736039
865,37.484834,126.736892
866,37.494739,126.737121
867,37.504318,126.73472
868,37.478258,126.742034
869,37.475785,126.695949
870,37.473844,126.707932
871,37.532402,126.712115
872,37.525162,126.710034
873,37.542853,126.724507
874,37.5442,126.728185
875,37.536732,126.729171
876,37.53455,126.741654
877,37.530793,126.729883
878,37.532883,126.723987
879,37.528007,126.736447
880,37.576881,126.73415
881,37.543621,126.737225
882,37.537102,126.737663
883,37.564367,126.67359
884,37.542215,126.661955
885,37.531941,126.653811
886,37.532257,126.641258
887,37.534987,126.620254
888,37.523228,126.674511
889,37.526221,126.677807
890,37.515365,126.677931
891,37.511077,126.674794
892,37.502747,126.674433
893,37.507972,126.678355
894,37.51459,126.672311
895,37.493974,126.673095
896,37.4908,126.684945
897,37.492556,126.680007
898,37.48737,126.683614
899,37.613617,126.653756
900,37.617157,126.688862
901,37.596935,126.70815
902,37.587248,126.694176
903,37.597704,126.637193
904,37.75255,126.487386
905,37.716966,126.485604
906,37.68492,126.481494
907,37.628424,126.498073
908,37.619391,126.424426
909,37.673107,126.43254
910,37.723407,126.393653
911,37.762771,126.400349
912,37.801903,126.401935
913,37.779612,126.458683
914,37.786773,126.26542
915,37.698796,126.320221
916,37.662087,126.199614
917,37.662087,126.199614
918,37.532986,126.401593
919,37.532986,126.401593
920,37.953666,124.674859
921,37.814583,124.709281
922,37.814583,124.709281
923,37.199128,126.091414
924,37.257337,126.468083
925,37.190871,126.249202
926,37.190871,126.249202
927,37.660143,125.698806
928,35.149211,126.917783
929,35.150568,126.925425
930,35.158538,126.919569
931,35.15813,126.923383
932,35.15733,126.930703
933,35.154601,126.936117
934,35.149,126.932678
935,35.147997,126.934425
936,35.144905,126.923162
937,35.136659,126.931489
938,35.132467,126.933541
939,35.124759,126.932303
940,35.120455,126.932831
941,35.154518,126.899581
942,35.157398,126.894088
943,35.156717,126.889685
944,35.150386,126.890242
945,35.165526,126.880125
946,35.165029,126.852042
947,35.153277,126.841847
948,35.15378,126.867379
949,35.146551,126.866415
950,35.156383,126.877836
951,35.14559,126.882373
952,35.143449,126.876927
953,35.141841,126.87369
954,35.108836,126.824706
955,35.135188,126.857191
956,35.128976,126.857102
957,35.125289,126.875333
958,35.170879,126.85971
959,35.138427,126.914392
960,35.134369,126.918275
961,35.131941,126.921983
962,35.130555,126.911084
963,35.123503,126.913789
964,35.145716,126.907996
965,35.144857,126.895848
966,35.146686,126.89083
967,35.14014,126.892532
968,35.138314,126.903903
969,35.136119,126.902331
970,35.131954,126.893334
971,35.134665,126.894121
972,35.11245,126.898567
973,35.111577,126.877101
974,35.081335,126.834016
975,35.161642,126.913941
976,35.168279,126.909198
977,35.17228,126.917137
978,35.157376,126.906644
979,35.163748,126.893617
980,35.168241,126.900055
981,35.179188,126.900467
982,35.174847,126.874409
983,35.172539,126.885035
984,35.182761,126.874344
985,35.181177,126.859182
986,35.174499,126.921312
987,35.165231,126.926154
988,35.181406,126.936855
989,35.186824,126.921621
990,35.184401,126.921917
991,35.171033,126.928932
992,35.174125,126.931965
993,35.163017,126.934767
994,35.202981,126.906066
995,35.210425,126.89595
996,35.190747,126.889013
997,35.189179,126.907909
998,35.190005,126.900519
999,35.214961,126.94996
1000,35.22293,126.881611
1001,35.202918,126.878514
1002,35.140717,126.798867
1003,35.139114,126.794468
1004,35.125733,126.79313
1005,35.145233,126.800677
1006,35.14251,126.795121
1007,35.154971,126.815724
1008,35.171813,126.809706
1009,35.174399,126.807802
1010,35.22443,126.825799
1011,35.219648,126.842135
1012,35.216288,126.843336
1013,35.181299,126.829472
1014,35.172642,126.821604
1015,35.199515,126.828486
1016,35.186013,126.796389
1017,35.21716,126.746207
1018,35.098697,126.772108
1019,35.124653,126.760276
1020,35.128304,126.691671
1021,35.180771,126.728816
1022,35.190432,126.846612
1023,36.334595,127.438787
1024,36.316669,127.44062
1025,36.323326,127.438044
1026,36.317351,127.457665
1027,36.320442,127.45741
1028,36.332797,127.461245
1029,36.329219,127.445475
1030,36.338072,127.44998
1031,36.347018,127.441416
1032,36.349064,127.447385
1033,36.354042,127.434525
1034,36.343791,127.433608
1035,36.347124,127.425752
1036,36.339424,127.425095
1037,36.343578,127.492575
1038,36.281815,127.467673
1039,36.332381,127.416782
1040,36.333578,127.409121
1041,36.341977,127.408979
1042,36.322732,127.424917
1043,36.317935,127.435744
1044,36.305898,127.438447
1045,36.31056,127.422022
1046,36.31148,127.431514
1047,36.329899,127.406854
1048,36.325204,127.405197
1049,36.326146,127.397059
1050,36.321303,127.392898
1051,36.315087,127.395229
1052,36.315432,127.399213
1053,36.315262,127.406787
1054,36.307744,127.399227
1055,36.306364,127.390085
1056,36.302356,127.376643
1057,36.316033,127.381145
1058,36.312849,127.373576
1059,36.304096,127.364749
1060,36.327616,127.376331
1061,36.337956,127.396144
1062,36.345026,127.391611
1063,36.338694,127.379963
1064,36.331413,127.387183
1065,36.334342,127.373303
1066,36.352653,127.367831
1067,36.346778,127.374852
1068,36.35469,127.357609
1069,36.36359,127.373893
1070,36.360318,127.366866
1071,36.303007,127.351608
1072,36.303848,127.33736
1073,36.299321,127.335205
1074,36.255889,127.341638
1075,36.35254,127.385814
1076,36.353799,127.383465
1077,36.367918,127.382796
1078,36.353441,127.400024
1079,36.299828,127.316406
1080,36.353119,127.338904
1081,36.365372,127.333373
1082,36.368271,127.318449
1083,36.389472,127.32075
1084,36.386202,127.297594
1085,36.384093,127.350222
1086,36.402787,127.398786
1087,36.440463,127.383784
1088,36.423694,127.389537
1089,36.337679,127.345116
1090,36.353853,127.414004
1091,36.368944,127.407416
1092,36.376276,127.42147
1093,36.362429,127.455001
1094,36.364589,127.442728
1095,36.361531,127.426794
1096,36.447867,127.435786
1097,36.450723,127.422479
1098,36.440531,127.420826
1099,36.446643,127.413786
1100,36.370759,127.426759
1101,36.36721,127.430831
1102,35.554786,129.334772
1103,35.556404,129.341637
1104,35.563344,129.340815
1105,35.563037,129.327033
1106,35.565725,129.334215
1107,35.557375,129.323984
1108,35.562825,129.310164
1109,35.554269,129.292908
1110,35.572201,129.269522
1111,35.57004,129.346553
1112,35.579187,129.345901
1113,35.579275,129.330633
1114,35.581425,129.309574
1115,35.541387,129.306529
1116,35.534648,129.307865
1117,35.545019,129.316436
1118,35.529286,129.314459
1119,35.544811,129.321428
1120,35.537262,129.326829
1121,35.542743,129.344685
1122,35.549922,129.265994
1123,35.544981,129.263545
1124,35.532353,129.281574
1125,35.526546,129.326796
1126,35.524394,129.318437
1127,35.51359,129.327178
1128,35.519669,129.339041
1129,35.493904,129.410745
1130,35.498393,129.433627
1131,35.502654,129.415505
1132,35.503162,129.418303
1133,35.516812,129.428553
1134,35.508868,129.426593
1135,35.539256,129.420802
1136,35.52463,129.431348
1137,35.546062,129.431343
1138,35.622741,129.356035
1139,35.638356,129.348383
1140,35.628665,129.339697
1141,35.61543,129.448318
1142,35.567078,129.376618
1143,35.604204,129.368491
1144,35.553208,129.389141
1145,35.536371,129.399271
1146,35.430726,129.328614
1147,35.584771,129.159892
1148,35.417192,129.255799
1149,35.597028,129.246585
1150,35.49298,129.269145
1151,35.367938,129.313059
